"strings","oPE","freq","Npix","CN","OLD20"
"Erbat",384,0.301029996,6308.61176470588,1,1.9
"Engen",374,0.301029996,6251.5568627451,7,1.55
"Ekzem",415,0.301029996,6256.62352941177,0,2.7
"Ekeln",421,0.301029996,6299.03137254902,4,1.7
"Einig",442,0.301029996,6311.9568627451,3,1.7
"Eilen",399,0.301029996,6348.09019607843,9,1.5
"Dusel",406,0.301029996,6340.72156862745,2,1.9
"Dünkt",408,0.301029996,6287.82352941176,3,1.8
"Ducke",377,0.301029996,6308.2,8,1.5
"Dübel",435,0.301029996,6287.23921568627,1,1.9
"Dorrt",393,0.301029996,6372.2431372549,1,1.9
"Divas",406,0.301029996,6364.27843137255,0,1.9
"Diode",403,0.301029996,6302.97647058824,0,1.95
"Dehne",348,0.301029996,6280.37647058823,6,1.65
"Darms",395,0.301029996,6295.80392156863,2,1.85
"Chors",410,0.301029996,6344.58039215686,2,1.85
"Chats",400,0.301029996,6333.17647058824,1,1.8
"Celle",440,0.301029996,6381.2,11,1.45
"Cache",369,0.301029996,6327.54901960784,10,1.5
"Brüte",373,0.301029996,6318.33725490196,6,1.55
"Breit",400,0.301029996,6358.77647058824,3,1.7
"Botin",377,0.301029996,6335.67450980392,2,1.9
"Borte",350,0.301029996,6332.6,7,1.55
"Bohrt",378,0.301029996,6309.8,1,1.9
"Böhme",395,0.301029996,6212.26666666667,0,2
"Bocke",359,0.301029996,6287.45490196078,9,1.35
"Bilds",432,0.301029996,6311.72941176471,3,1.75
"Betel",388,0.301029996,6328.15294117647,2,1.8
"Besaß",378,0.301029996,6258.38823529412,1,2
"Belog",421,0.301029996,6272.89411764706,3,1.8
"Beils",398,0.301029996,6346.15294117647,7,1.6
"Baute",331,0.301029996,6313.79607843137,10,1.35
"Batik",403,0.301029996,6314.85490196078,0,2
"Baten",331,0.301029996,6303.5137254902,14,1.15
"Baske",351,0.301029996,6274.42352941176,3,1.75
"Bangt",381,0.301029996,6260.92941176471,5,1.7
"Bafög",424,0.301029996,6231.78823529412,0,2.95
"Backt",373,0.301029996,6300.22352941176,10,1.45
"Assen",377,0.301029996,6316.30980392157,5,1.65
"Array",474,0.301029996,6344.01960784314,0,2.85
"Arndt",434,0.301029996,6312.77647058824,0,2.55
"Angle",458,0.301029996,6287.49411764706,1,1.85
"Ahnte",397,0.301029996,6300.22745098039,2,1.75
"Ahmte",444,0.301029996,6264.09019607843,2,1.85
"Adobe",417,0.301029996,6248.45098039216,0,2.3
"Achim",472,0.301029996,6292.17647058824,0,2.45
"Absud",444,0.301029996,6258.22352941176,0,2.6
